headline_fcf(),bs_cash_near_cash_item(), is_cogs_to_fe_and_pp_and_g(), is_tot_oper_exp(), is_comparable_ebit(),is_non_operating_inc_loss_gaap(), cf_depr_amort(),is_comparable_ebitda(), is_int_expense(), is_int_inc(), is_other_nonop_inc_loss_gaap(), is_comp_ptp_ex_stk_based_comp(), is_inc_tax_exp(), is_comp_net_income_gaap(), is_comp_net_income_gaap(fa_period_offset=1), is_comp_net_income_gaap(fa_period_offset=2), is_comp_net_income_gaap(fa_period_offset=3), is_comp_net_income_gaap(fa_period_offset=4), is_comp_net_income_gaap(fa_period_offset=5), cb_cf_net_cash_investing_act(),cb_cf_net_cash_financing_act(), ebit(), pretax_inc(), is_comp_net_income_adjust(), bs_pfd_eqy(), minority_noncontrolling_interest(),	bs_tot_cap()) for(members('RAY Index'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,cur_mkt_cap(),cash_and_marketable_securities(),preferred_equity_and_minority_int(),RR251,sales_rev_turn(),gross_profit(),ebitda(),earn_for_common(),cf_cash_from_oper(),capital_expend(),cf_free_cash_flow(),is_oper_inc(),bs_cur_asset_report(),bs_tot_asset(),bs_cur_liab(),RR005,RR007,cf_cash_from_inv_act(),cf_cash_from_fnc_act(),is_comp_sales(),is_comp_sales(fa_period_offset=1),is_comp_sales(fa_period_offset=2),is_comp_sales(fa_period_offset=3),is_comp_sales(fa_period_offset=4),is_comp_sales(fa_period_offset=5),headline_fcf(),bs_cash_near_cash_item(),is_cogs_to_fe_and_pp_and_g(),is_tot_oper_exp(),is_comparable_ebit(),is_non_operating_inc_loss_gaap(),cf_depr_amort(),is_comparable_ebitda(),is_int_expense(),is_int_inc(),is_other_nonop_inc_loss_gaap(),is_comp_ptp_ex_stk_based_comp(),is_inc_tax_exp(),is_comp_net_income_gaap(),is_comp_net_income_gaap(fa_period_offset=1),is_comp_net_income_gaap(fa_period_offset=2),is_comp_net_income_gaap(fa_period_offset=3),is_comp_net_income_gaap(fa_period_offset=4),is_comp_net_income_gaap(fa_period_offset=5),cb_cf_net_cash_investing_act(),cb_cf_net_cash_financing_act(),ebit(),pretax_inc(),is_comp_net_income_adjust(),bs_pfd_eqy(),minority_noncontrolling_interest(),bs_tot_cap()
CMG UN Equity,46813472926,783901000,0,3729168000,8414686000,1935595000,1301444000,808849000,1360026000,-457424000,902602000,1022368000,1077432000,6817437000,817857000,4490056000,2327381000,-805234000,-906195000,8414686000,9543816338,10793903516,12163400000,14097500000,16014500000,902602000,366623000,6479091000,7392318000,1054058000,-23334000,279076000,1376762000,#N/A,#N/A,-23334000,1045702000,236853000,808849000,1126345040,1353083810,1653933333,2057333333,2483000000,-805234000,-904774000,1022368000,1045702000,847479000,0,0,6056549000
WYNN UW Equity,11655436039,1943505000,-833810000,12224610000,3805012000,1332310000,384942000,-633457000,-158797000,-350820000,-509617000,-305508000,2323407000,11779345000,1635036000,13376308000,-1596963000,-396968000,175277000,3805012000,4691000000,6146000000,6815500000,8252250000,9139500000,-509617000,1943505000,2472702000,4110520000,-210028000,625369000,690450000,501259000,624226000,11945000,13088000,-930877000,1377000,-633457000,-197709166.7,558330000,573388888.9,938750000,1034750000,-396968000,177008000,-305508000,-930877000,-526098000,0,-833810000,10627647000
AIZ UN Equity,7035033279,1429800000,0,2146700000,10115100000,#N/A,#N/A,328600000,574300000,-190000000,384300000,518500000,#N/A,33245700000,#N/A,29164200000,4098900000,-14000000,-1158400000,10115100000,10600733333,11183500000,#N/A,#N/A,#N/A,384300000,1429800000,#N/A,9704100000,#N/A,#N/A,185800000,#N/A,107500000,#N/A,0,721600000,79300000,331700000,559673333.3,644600000,#N/A,#N/A,#N/A,-159200000,-1099600000,518500000,411000000,588100000,0,0,6245600000
NRG UN Equity,7349110978,333000000,0,8315000000,30734000000,5146000000,3728000000,1889000000,396000000,-300000000,96000000,2856000000,18963000000,32243000000,14366000000,27113000000,5130000000,341000000,755000000,27767000000,16865500000,15839000000,15639000000,23806312500,17652562500,96000000,333000000,25588000000,36323000000,1153000000,396000000,872000000,1752000000,425000000,0,-35000000,2806000000,571000000,1889000000,2426333333,1542000000,1426041667,1216625000,1379375000,341000000,760000000,2856000000,2460000000,233350000,0,0,13445000000
GNW UN Equity,2851620545,1561000000,758000000,1622000000,7348000000,#N/A,#N/A,597000000,792000000,0,792000000,1082000000,#N/A,85939000000,#N/A,75890000000,10049000000,879000000,-2047000000,7196000000,#N/A,#N/A,#N/A,#N/A,#N/A,792000000,1561000000,#N/A,6375000000,#N/A,#N/A,363000000,#N/A,109000000,#N/A,0,683000000,245000000,690000000,369800000,398100000,#N/A,#N/A,#N/A,879000000,-2048000000,1082000000,973000000,630000000,0,758000000,11671000000
TPC UN Equity,479327382.6,323200000,-17228000,1027633000,3920877000,180932000,43642000,-87760000,255442000,-54241000,201201000,-51099000,3906053000,4760974000,2041069000,3241611000,1519363000,-45198000,-59684000,3920877000,3876833333,4238000000,#N/A,#N/A,#N/A,201201000,323200000,3739945000,#N/A,-51099000,60319000,80087000,#N/A,66295000,#N/A,-5976000,-111418000,-47708000,-86777000,20425000,101900000,#N/A,#N/A,#N/A,-45198000,-59684000,-51099000,-111418000,-87760000,0,-17228000,2546996000
RF UN Equity,22300544173,11227000000,1663000000,2284000000,7531000000,#N/A,#N/A,2146000000,#N/A,#N/A,#N/A,2876000000,#N/A,1.5522E+11,#N/A,1.39269E+11,15951000000,#N/A,#N/A,7187000000,7850136364,7792590909,7830500000,7753000000,#N/A,#N/A,1997000000,#N/A,4068000000,#N/A,#N/A,#N/A,#N/A,#N/A,4378000000,0,3279000000,631000000,2245000000,2361588235,2327705882,2501666667,2225000000,#N/A,#N/A,#N/A,#N/A,2876000000,2245000000,1659000000,4000000,18235000000
TDC UN Equity,3604737984,506000000,0,628000000,1818000000,1112000000,294000000,73000000,385000000,-15000000,370000000,157000000,855000000,1818000000,803000000,1583000000,235000000,-17000000,-476000000,1818000000,1779800000,1837750000,1847714286,1634666667,1478000000,368000000,506000000,706000000,#N/A,314000000,50000000,137000000,451000000,#N/A,#N/A,42000000,188000000,34000000,73000000,63347666.67,91440000,124813333.3,127633333.3,123800000,-17000000,-424000000,157000000,107000000,202000000,0,0,863000000
MOS UN Equity,17177268425,702800000,154700000,4352000000,18484900000,5936000000,5969500000,3724400000,3410500000,-1269600000,2140900000,5054400000,6899700000,23437600000,5130300000,11702300000,11735300000,-1308200000,-2238500000,18484900000,16333655462,14809717172,14194388889,13885000000,12718437500,2140900000,702800000,12548900000,#N/A,5368900000,203200000,915100000,6392000000,171700000,28700000,157900000,4477200000,1263800000,3724400000,2831300000,2580587302,2138666667,1655500000,1087500000,-1308200000,-2209100000,5054400000,4851200000,3781400000,0,154700000,16087300000
EXPE UW Equity,18531889015,6628000000,1445000000,6552000000,11328000000,9688000000,1912000000,451000000,3907000000,-628000000,3279000000,1120000000,9270000000,21879000000,11119000000,18166000000,3713000000,-939000000,-3220000000,11328000000,12473830918,13549044444,15075777778,15297333333,15509000000,3279000000,4588000000,1640000000,#N/A,1454000000,294000000,792000000,2379000000,301000000,37000000,15000000,1396000000,263000000,-403000000,996969523.8,1249728472,1628888889,1612166667,1888000000,-939000000,-2867000000,1120000000,826000000,1043000000,0,1445000000,10265000000
PACK UN Equity,642115367.5,61300000,0,386300000,356200000,116200000,38400000,-36600000,4000000,-47900000,-43900000,-35800000,164400000,1140600000,46400000,529000000,611600000,-46200000,-8200000,353800000,344058333.3,376875000,#N/A,#N/A,#N/A,-43900000,61300000,240000000,#N/A,-49600000,11000000,72000000,89600000,20500000,0,-4000000,-47000000,-10200000,-36600000,#N/A,#N/A,#N/A,#N/A,#N/A,-46200000,-4900000,-35800000,-46800000,-36700000,0,0,997900000
CF UN Equity,16901722537,2192000000,2653000000,3246000000,11118000000,5760000000,6195000000,3191000000,4750000000,-451000000,4299000000,5305000000,3680000000,13280000000,1381000000,6183000000,7097000000,-391000000,-2924000000,11118000000,9748246154,7797117857,7061750000,6923000000,6873000000,4299000000,2192000000,5358000000,529000000,4894000000,379000000,890000000,5842000000,413000000,57000000,33000000,4926000000,1139000000,3191000000,2898755556,1799063492,1367714286,1351750000,1309583333,-391000000,-2897000000,5305000000,4926000000,3345000000,0,2653000000,10343000000
LDOS UN Equity,13405144813,807000000,53000000,5593000000,14190000000,2071000000,1423000000,682000000,1091000000,-109000000,982000000,1093000000,3841000000,13099000000,4141000000,8960000000,4139000000,-92000000,-799000000,14190000000,14861615385,15593575758,16451166667,16936000000,18733750000,982000000,807000000,12119000000,#N/A,1158000000,203000000,330000000,1828000000,194000000,0,9000000,955000000,201000000,682000000,757428571.4,788857142.9,846000000,1115937500,1312000000,-92000000,-799000000,1093000000,890000000,780000000,0,53000000,9732000000
TNL UN Equity,3477998018,169000000,8000000,3505000000,3538000000,3289000000,832000000,374000000,401000000,-53000000,348000000,686000000,1824000000,6380000000,1311000000,7283000000,-903000000,-50000000,-519000000,3538000000,3746500000,3919166667,4037000000,#N/A,#N/A,288000000,169000000,249000000,2852000000,688000000,168000000,123000000,862000000,192000000,5000000,-19000000,518000000,141000000,377000000,417816666.7,463233333.3,508900000,#N/A,#N/A,-50000000,-507000000,686000000,518000000,380000000,0,8000000,2602000000
FSLR UW Equity,17916138556,1927195000,0,313221000,2524247000,255734000,472459000,94752000,112621000,-771596000,-658975000,191829000,3338750000,7492817000,816268000,1664480000,5828337000,-638270000,300574000,2524247000,3315157350,4213266667,5335366667,5799250000,6298000000,-659000000,1150982000,2268513000,317177000,191829000,9493000,264477000,#N/A,11622000,17137000,-395000,182336000,87584000,94752000,358118421.1,1092018333,1931933333,2049600000,1792000000,-638270000,259221000,191829000,182336000,94752000,0,0,6141558000
EBF UN Equity,553673888.4,87000000,0,14129000,428810000,130136000,84322000,41762000,50380000,-5732000,44648000,60314000,185094000,386650000,39392000,65228000,321422000,-14499000,-29850000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44648000,87000000,298674000,#N/A,#N/A,1507000,17934000,#N/A,2000,0,1505000,#N/A,17045000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-14499000,-29850000,60314000,58807000,41777010,0,0,335551000
DFS UN Equity,31724939919,21105000000,0,20108000000,15202000000,#N/A,#N/A,4304000000,#N/A,#N/A,#N/A,5742000000,#N/A,1.31628E+11,#N/A,1.17038E+11,14590000000,#N/A,#N/A,13337000000,15172136364,15662045455,16030250000,15518000000,#N/A,#N/A,21105000000,#N/A,5236000000,#N/A,#N/A,#N/A,#N/A,1865000000,12864000000,0,5742000000,1350000000,4304000000,3433500000,3264944444,4039250000,#N/A,#N/A,#N/A,#N/A,7607000000,5742000000,4392000000,#N/A,0,34698000000
TRIP UW Equity,3377580062,1066000000,0,935000000,1379000000,1274000000,295000000,-7000000,505000000,-55000000,450000000,85000000,1309000000,2565000000,573000000,1752000000,813000000,-50000000,-71000000,1379000000,1673934211,1843017857,2038625000,2199500000,2001500000,450000000,1066000000,105000000,1294000000,162000000,50000000,210000000,280000000,45000000,5000000,10000000,69000000,42000000,-7000000,80354509.8,156050357.1,218078571.4,285050000,259000000,-50000000,-29000000,85000000,35000000,81000000,0,0,1748000000
V UN Equity,4.85875E+11,18854000000,1371000000,20487000000,30187000000,#N/A,20017000000,15177000000,18788000000,-1046000000,17742000000,19127000000,27859000000,85387000000,19353000000,48463000000,36924000000,-4251000000,-14477000000,30151000000,33099354031,36710480000,41001884615,45887000000,49745000000,17742000000,13334000000,#N/A,11060000000,20462000000,911000000,890000000,21158000000,541000000,#N/A,370000000,19653000000,3039000000,15177000000,17776050505,20156357843,22845600000,26799000000,#N/A,-4251000000,-14076000000,19127000000,18216000000,16714000000,1981000000,0,57411000000
LC UN Equity,1068666331,1057030000,0,2619000,1269731000,#N/A,279383000,289685000,0,#N/A,#N/A,153037000,#N/A,7979747000,#N/A,6815453000,1164294000,0,#N/A,1187216000,1009000000,1179000000,1401500000,1427000000,#N/A,#N/A,1057030000,#N/A,766853000,#N/A,#N/A,43831000,#N/A,#N/A,557340000,0,153000000,-136648000,289685000,40475000,105150000,185500000,181000000,#N/A,#N/A,#N/A,235552000,153037000,289685000,0,0,1166913000
XYL UN Equity,18970122112,1186000000,7000000,2426000000,5339000000,2004000000,800000000,319000000,454000000,-230000000,224000000,565000000,3191000000,8106000000,1929000000,4884000000,3222000000,-193000000,-330000000,5339000000,5657566667,6308166667,6457250000,6766500000,#N/A,225000000,1186000000,3335000000,#N/A,605000000,188000000,235000000,873000000,50000000,#N/A,138000000,563000000,58000000,319000000,547125000,652375000,720500000,804000000,#N/A,-193000000,-259000000,565000000,377000000,463000000,0,7000000,5648000000
OSCR UN Equity,830029916.8,2831158000,2530000,297805000,3464578000,#N/A,-548125000,-579151000,263434000,-29088000,234346000,-563643000,3931174000,4308709000,2852544000,3224140000,1084569000,460324000,313556000,4187585000,4779000000,5221375000,5275375000,5848625000,6467000000,234346000,2112930000,#N/A,#N/A,-452134000,17010000,15518000,-436616000,#N/A,#N/A,125000,-580653000,81000,-579151000,-435080000,#N/A,#N/A,#N/A,#N/A,460324000,313556000,-563643000,-580653000,-579151000,0,2530000,1382374000
MPC UN Equity,55433202755,11770000000,1936000000,26700000000,1.77453E+11,21742000000,24684000000,14516000000,16400000000,-2788000000,13612000000,21469000000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.79952E+11,1.41204E+11,1.33989E+11,1.28735E+11,1.12186E+11,1.26798E+11,13612000000,8625000000,1.55711E+11,1.58483E+11,21120000000,1000000000,3215000000,24335000000,#N/A,#N/A,1655000000,20469000000,4491000000,14516000000,7617538462,5058583333,4350714286,4394750000,3595500000,#N/A,#N/A,21469000000,20469000000,13501000000,#N/A,1936000000,#N/A
VAL UN Equity,5496313048,626000000,6100000,561200000,1474400000,91700000,70100000,175000000,-33700000,-218100000,-251800000,-44900000,1342600000,2821200000,519100000,1600700000,1220500000,-226400000,-6800000,1474400000,1799761905,2304166667,2866150000,3155666667,3242333333,-251800000,406000000,1382700000,1517600000,#N/A,-225600000,115000000,#N/A,46500000,61000000,-186700000,#N/A,2300000,175000000,203550000,506890000,908250000,1141833333,1280666667,-226400000,-6400000,-44900000,180700000,75460000,0,6100000,1781700000
FFWM UQ Equity,911224754.8,656494000,0,1369936000,452112000,#N/A,#N/A,110512000,#N/A,#N/A,#N/A,149803000,#N/A,13014179000,#N/A,11879801000,1134378000,#N/A,#N/A,366924000,334500000,405800000,#N/A,#N/A,#N/A,#N/A,656494000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,377467000,0,149803000,39291000,110512000,44475000,89875000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,149803000,110512000,0,0,2504314000
BLNK UR Equity,710583574.6,57019000,0,3227000,46483000,9703000,-65750683,-82385000,-68393000,#N/A,#N/A,-80614000,103438000,360917000,38996000,91426000,269491000,-2692000,-5230000,#N/A,85159523.81,129816666.7,185400000,257200000,348650000,#N/A,57019000,36780000,90317000,-76891000,1771000,5961317,#N/A,1056000,3000,14000,-82385000,0,#N/A,-96216666.67,-83260000,-62100000,-35295000,2847000,-2692000,-408000,-80614000,-82385000,-82761830,0,0,272718000
CSR UN Equity,1056185314,14957000,330177000,967418000,246856000,#N/A,114471000,-25739000,96646000,-238065000,-141419000,3784000,#N/A,2038586000,#N/A,1025740000,1012846000,-215474000,112010000,246856000,271057142.9,283846428.6,292625000,299800000,308400000,-141419000,14957000,#N/A,#N/A,4489000,27665000,110687000,116087000,30603000,0,-2938000,#N/A,0,-25729000,-7070200,-5700500,#N/A,#N/A,#N/A,-215474000,112010000,3784000,-23881000,-25729000,110090000,220087000,1980264000
ALIT UN Equity,5120774608,304000000,0,2832000000,3054000000,948000000,354000000,75000000,265000000,-147000000,118000000,-35000000,2506000000,10903000000,2046000000,5779000000,5124000000,-546000000,-298000000,3743000000,3305714286,3583053571,#N/A,#N/A,#N/A,118000000,304000000,2106000000,983000000,280257784,-98000000,389000000,740000000,118000000,0,-216000000,313900269,-3000000,-23081660,-20351666.67,80922000,198060000,#N/A,#N/A,-546000000,-298000000,-35000000,63000000,193918340,0,776000000,7956000000
BLMN UW Equity,2180794130,90678000,1647000,2163790000,4368543000,736681000,829746000,104561000,390788000,-174751000,216037000,324770000,275710000,3219201000,911322000,2979056000,240145000,-157115000,-223436000,4368581000,4552909091,4821422222,5051600000,5339000000,5599000000,216037000,90678000,3631862000,4043773000,327534000,177943000,166002000,491353000,52628000,0,125315000,210171000,34585000,104561000,231776388.9,251876190.5,251900000,269400000,288100000,-157115000,-222987000,324770000,146827000,227375000,0,1647000,2403935000
VEL UN Equity,346849695.8,26372000,3924000,0,237884000,#N/A,#N/A,31376000,32275000,-304000,31971000,44237000,#N/A,3647366000,#N/A,3276632000,370734000,-1159253000,1128371000,89389000,124100000,142750000,#N/A,#N/A,#N/A,31971000,26372000,#N/A,51351000,#N/A,#N/A,1820000,#N/A,#N/A,224071000,0,44237000,11592000,31376000,43620000,57000000,#N/A,#N/A,#N/A,-1159253000,1128371000,#N/A,44237000,43423000,0,3924000,370734000
SNDX UW Equity,1918402865,337838000,0,1257000,126576000,#N/A,-13934000,-13946000,-10072000,-129000,-10201000,-13974000,357631000,359687000,20803000,21585000,338102000,-108515000,118531000,126576000,10000000,54668750,138246250,248180000,327500000,-10201000,71377000,#N/A,140550000,-13974000,-28000,40000,#N/A,#N/A,2883000,-239000,-13946000,#N/A,-13946000,-179766666.7,-154425000,-34125000,90950000,180750000,-108515000,118531000,-13974000,-13946000,-13946000,0,0,339359000
LGF/B UN Equity,1997171749,557100000,344800000,3859700000,3584400000,1329500000,-1679200000,-2080300000,-467800000,-40100000,-507900000,-1856900000,1234000000,7681100000,2441500000,6490500000,1190600000,-54700000,674100000,3584400000,3800602564,4107500000,4251500000,4283000000,4387000000,-7000000,557100000,2254900000,5441300000,31700000,208500000,177700000,226600000,226700000,5900000,-15600000,-1799600000,27300000,-2082500000,-151354583.3,-79116666.67,43533333.33,132400000,162100000,-54700000,679400000,-1856900000,-2065400000,-61900000,0,344800000,5050300000
STEP UW Equity,3330792372,143562000,879930000,135199000,539442000,#N/A,200107000,49900000,225101000,-2877000,222224000,145973000,2412282000,3575594000,1799286000,1934485000,1641109000,-37556000,-219093000,659000000,621250000,778333333.3,798000000,#N/A,#N/A,222224000,143562000,#N/A,#N/A,#N/A,-17277000,46596000,#N/A,2423000,418000,5704000,164743000,21886000,39469000,170175000,254483333.3,318350000,#N/A,#N/A,-37556000,#N/A,145973000,163250000,108309000,0,879930000,1776308000
OUST UN Equity,336238694.3,133189000,0,36596000,41943000,12661000,-128997000,-124728000,-109336000,-4862000,-114198000,-138116000,171949000,266274000,25676000,60982000,205292000,-15258000,35717000,41943000,89688571.43,193413333.3,371366666.7,338500000,687000000,-114198000,133189000,29282000,150777000,-114106000,-10715000,9119000,-94211000,1143000,1397000,-10461000,-127401000,-2673000,-124697000,-107466666.7,-59400000,20840000,4320000,#N/A,-15533000,35892000,-138116000,-127401000,-124734000,0,0,241888000
SNOW UN Equity,52568738159,3942882000,12494000,254276000,1860421000,1214358000,-704825000,-721689000,407221000,-23778000,383443000,-754546000,4558904000,7155688000,1479042000,1732417000,5423271000,-496934000,-26660000,1860421000,2719288456,3862435152,5067559006,6657028571,8609400000,407235000,819003000,646063000,1968904000,80566000,-15058000,49721000,130287000,#N/A,40650000,25592000,95624000,-17293000,-721689000,-889002888.9,-926886655,-981225263.2,-783231666.7,-139132500,-496934000,-17013000,-754546000,-739488000,103547000,0,12494000,5677547000
VIRT UW Equity,3275422568,2506253000,0,8197896000,2364812000,#N/A,#N/A,265026000,#N/A,#N/A,#N/A,556798000,#N/A,10583241000,#N/A,8948657000,1634584000,#N/A,#N/A,1467635000,1263000000,1325625000,1379333333,#N/A,#N/A,#N/A,981580000,#N/A,1808014000,727886000,#N/A,#N/A,859100000,#N/A,159120000,0,700711000,88466000,265026000,341600000,371200000,243000000,#N/A,#N/A,#N/A,#N/A,879893000,556798000,532500000,0,#N/A,9832480000
ETSY UW Equity,18535256114,1041155000,0,2389742000,2476009000,1748226000,-556756000,-642279000,682321000,-36174000,646147000,-655655000,1352113000,2450311000,497246000,3056553000,-606242000,-53044000,-458689000,2476040000,2639577778,2962818182,3322969697,3424166667,3665000000,646147000,789990000,727783000,2403881000,442759000,-10160000,98899000,708535000,9616000,216000,0,-645495000,-3216000,-642279000,341456521.7,419885858.6,507822222.2,591666666.7,676000000,-53044000,-427828000,-655655000,-645495000,-526828000,0,0,1783500000
CACI UN Equity,7171856629,114738000,135000,1862223000,6481416000,2228331000,649311000,364612000,643879000,-78602000,565277000,508863000,1175178000,6554549000,981648000,3304303000,3250246000,-84754000,-568490000,6481416000,6743641880,7005425000,7205066667,7552300000,7634000000,565277000,114738000,4253085000,5972553000,508863000,56485000,140448000,657026000,#N/A,#N/A,0,452378000,87766000,364612000,393252698.4,424171428.6,428333333.3,469250000,478500000,-84754000,-561638000,508863000,452378000,421634000,0,135000,5112469000
TNGX UQ Equity,577561685.5,393293000,0,40728000,24165000,#N/A,-101194000,-101162000,-97716000,-7347000,-105063000,-102488000,401674000,464156000,51322000,191084000,273072000,-6203000,968000,24165000,25886000,27550000,21365625,160850000,715000000,-105063000,100312000,#N/A,126653000,-102488000,-1506000,1294000,#N/A,#N/A,#N/A,-641000,-100982000,180000,-101162000,-142400000,#N/A,#N/A,#N/A,#N/A,-6203000,968000,-102488000,-100982000,-101162000,0,0,313800000
LBC UW Equity,616470466.8,185895000,0,1364789000,262613000,#N/A,#N/A,80198000,#N/A,#N/A,#N/A,113737000,#N/A,7974632000,#N/A,7292096000,682536000,#N/A,#N/A,178914000,143500000,150000000,#N/A,#N/A,#N/A,#N/A,185895000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,246581000,0,113737000,33539000,80198000,52550000,54700000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,113737000,80198000,0,0,2047325000
DNLI UW Equity,4314800295,1106055000,0,62046000,110694000,#N/A,-292484000,-302574000,-237547000,-16037000,-253584000,-312521000,1138526000,1227606000,360670000,416303000,811303000,-54578000,16187000,110694000,66638333.33,71952000,148950000,377800000,733000000,-253584000,118615000,#N/A,423215000,-312521000,-9399000,8386000,-312521000,#N/A,9399000,0,-303122000,-548000,-302574000,-423960000,-419837500,-329862500,-185187500,269958333.3,-54578000,16187000,-312521000,-303122000,-302574000,0,0,873349000
AZPN UW Equity,12993764915,446088000,0,336632000,920330000,#N/A,#N/A,54868000,#N/A,#N/A,#N/A,#N/A,1045397000,14900653000,605203000,1753588000,13147065000,#N/A,#N/A,#N/A,1221194444,1322050000,1407666667,1672000000,#N/A,#N/A,446088000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-41188000,#N/A,58563809.52,85848333.33,-159965000,-823000000,#N/A,#N/A,#N/A,#N/A,13680000,54875110.68,0,0,13483697000
ALEC UW Equity,786905172,758306000,0,44445000,133171000,#N/A,-132211000,-136490000,-20669000,-3908000,-24577000,-138125000,774963000,837038000,160889000,583934000,253104000,-324148000,12516000,133171000,72092777.78,184950064.9,166169642.9,186737500,207687500,-24577000,184231000,#N/A,271296000,-138125000,-4168000,5914000,#N/A,#N/A,#N/A,-4168000,-133957000,2533000,-136490000,-137105000,-137930000,-113666666.7,-158583333.3,-214250000,-324148000,12516000,-138125000,-133957000,-136490000,0,0,297549000
DXC UN Equity,6570916569,2091000000,325000000,5734000000,14847000000,3182000000,#N/A,718000000,#N/A,#N/A,#N/A,#N/A,6993000000,18254000000,6170000000,13302000000,4952000000,#N/A,#N/A,14847000000,14385994444,14404388889,14486833333,14816500000,14847875000,561000000,2091000000,11665000000,#N/A,1179000000,#N/A,#N/A,2755000000,180000000,103000000,#N/A,1102000000,346000000,718000000,482704761.9,627283333.3,739780000,985500000,#N/A,#N/A,#N/A,#N/A,1077000000,708000000,0,325000000,10686000000
EHAB UN Equity,745268420.8,44100000,33600000,610300000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225700000,1622900000,150300000,753900000,869000000,#N/A,#N/A,#N/A,1095700000,1161333333,1262321429,#N/A,#N/A,#N/A,44100000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,44785000,59033333.33,71608333.33,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,33600000,1479300000
FBK UN Equity,1837267385,1027052000,93000,485431000,596089000,#N/A,#N/A,124555000,#N/A,#N/A,#N/A,159574000,#N/A,12847756000,#N/A,11522238000,1325518000,#N/A,#N/A,526902000,547833333.3,578333333.3,#N/A,#N/A,#N/A,#N/A,259872000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,448621000,0,177165000,35003000,124555000,145285714.3,147333333.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,159574000,137578000,0,93000,1810949000
NTB UN Equity,1662547170,1833764000,0,201366000,561576000,#N/A,#N/A,192566000,219286000,#N/A,#N/A,196304000,#N/A,13699337000,#N/A,12944481000,754856000,-100200000,-945233000,#N/A,578750000,599916666.7,#N/A,#N/A,#N/A,#N/A,1176932000,#N/A,#N/A,#N/A,#N/A,46262000,#N/A,#N/A,245977000,0,#N/A,3738000,#N/A,227333333.3,228266666.7,#N/A,#N/A,#N/A,-100200000,-813556000,#N/A,196304000,191966000,0,0,956222000
HALO UW Equity,7106798514,265584000,0,1504471000,580623000,461852000,292856000,211197000,240173000,-2624000,237549000,249556000,653201000,1864543000,109384000,1767552000,96991000,-784728000,200455000,580623000,819349206.3,967666666.7,1199527778,1380400000,1617800000,237549000,147159000,118771000,331067000,249556000,16619000,43300000,#N/A,14432000,0,2187000,232937000,21740000,211197000,252775000,420544642.9,535062500,666062500,889562500,-784728000,200031000,249556000,232937000,306406000,0,0,1601462000
AMK UN Equity,2019718377,137210000,0,146765000,597781000,#N/A,163537000,90019000,130675000,-2295000,128380000,120401000,#N/A,1467205000,#N/A,370055000,1097150000,-45733000,2820000,597757000,606500000,725100000,783500000,835000000,#N/A,128380000,137210000,#N/A,472044000,156836000,#N/A,31221000,185099000,#N/A,24000,67000,141205000,30315000,90019000,108380000,138940000,156533333.3,174500000,#N/A,-45733000,2820000,125737000,120334000,120874000,0,0,1243915000
PHR UN Equity,1996483521,209589000,0,10853000,262344000,158685000,-157180000,-184576000,-112203000,-12066000,-124269000,-183355000,286874000,397294000,72721000,76949000,320345000,-60274000,-18329000,262344000,335900000,429050000,455500000,654750000,809000000,-138054000,209589000,103659000,445699000,-169204000,1000000,24224000,-105333000,1479000,623000,144000,-184355000,221000,-184576000,-156254444.4,-122002182.5,#N/A,#N/A,#N/A,-60274000,-18329000,-183355000,-184355000,-184576000,0,0,331198000
WWD UW Equity,6199720923,99335000,0,834420000,2459823000,528826000,329275000,170999000,159750000,-64135000,95615000,205336000,1359502000,3894808000,633161000,1955373000,3926339000,-75809000,-411588000,2459823000,2693050000,2903000000,3000625000,#N/A,#N/A,95615000,99335000,1930997000,#N/A,224595000,11435000,119211000,343806000,37381000,1539000,-29925000,192173000,22902000,170999000,217955555.6,299600000,289500000,#N/A,#N/A,-75809000,-389813000,205336000,193901000,169703000,0,0,4760759000
