"get(cur_mkt_cap(), px_last(), revenue_per_sh(), ebitda_per_sh(), oper_inc_per_sh(), is_eps(), is_earn_bef_xo_items_per_sh(), is_basic_eps_cont_ops(), is_diluted_eps(), is_dil_eps_bef_xo(), is_dil_eps_cont_ops(), is_div_per_shr(), cash_flow_per_sh(), free_cash_flow_per_sh(), cash_st_investments_per_sh(), book_val_per_sh(), tang_book_val_per_sh(), is_eps(fa_period_offset=1), is_dil_eps_cont_ops(fa_period_offset=1), is_div_per_shr(fa_period_offset=1), cash_flow_per_sh(fa_period_offset=1), book_val_per_sh(fa_period_offset=1), is_eps(fa_period_offset=2), is_dil_eps_cont_ops(fa_period_offset=2), is_div_per_shr(fa_period_offset=2), cash_flow_per_sh(fa_period_offset=2), book_val_per_sh(fa_period_offset=2), is_eps(fa_period_offset=3), is_dil_eps_cont_ops(fa_period_offset=3), is_div_per_shr(fa_period_offset=3), book_val_per_sh(fa_period_offset=3), is_eps(fa_period_offset=4), is_dil_eps_cont_ops(fa_period_offset=4), is_div_per_shr(fa_period_offset=4), is_eps(fa_period_offset=5), is_dil_eps_cont_ops(fa_period_offset=5), is_div_per_shr(fa_period_offset=5)) for(members('RAY Index'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,cur_mkt_cap(),px_last(),revenue_per_sh(),ebitda_per_sh(),oper_inc_per_sh(),is_eps(),is_earn_bef_xo_items_per_sh(),is_basic_eps_cont_ops(),is_diluted_eps(),is_dil_eps_bef_xo(),is_dil_eps_cont_ops(),is_div_per_shr(),cash_flow_per_sh(),free_cash_flow_per_sh(),cash_st_investments_per_sh(),book_val_per_sh(),tang_book_val_per_sh(),is_eps(fa_period_offset=1),is_dil_eps_cont_ops(fa_period_offset=1),is_div_per_shr(fa_period_offset=1),cash_flow_per_sh(fa_period_offset=1),book_val_per_sh(fa_period_offset=1),is_eps(fa_period_offset=2),is_dil_eps_cont_ops(fa_period_offset=2),is_div_per_shr(fa_period_offset=2),cash_flow_per_sh(fa_period_offset=2),book_val_per_sh(fa_period_offset=2),is_eps(fa_period_offset=3),is_dil_eps_cont_ops(fa_period_offset=3),book_val_per_sh(fa_period_offset=3),is_eps(fa_period_offset=4),is_dil_eps_cont_ops(fa_period_offset=4)
DELL UN Equity,29028260369,40.52999878,141.0911528,12.77479893,8.298927614,3.132621,2.413303,6.36034,2.245767,1.546448,5.449788,0.33,5.220629674,1.286863271,6.837047354,-4.831476323,-41.17409471,4.29,6.001696429,1.35,12.16916667,-1.8175,5.046071429,6.656,1.38,10.56,0.433333333,5.48625,7.661,0.124,5.59,8.2025
BWA UN Equity,11070797525,47.29000092,64.65037911,8.091828138,5.0168492,3.46,3.46,4.162171,3.45,3.45,4.153699,0.68,5.136223059,2.194608256,5.299932399,28.9339581,11.97075787,4.3735,4.578991597,0.681111111,7.954166667,30.12,4.892,5.12,0.706666667,9.88,33.55,6.168333333,5.195,39.095,7.66625,7.6534375
VIAV UW Equity,2543137434,11.23499966,5.554805704,1.199085665,0.81811255,0.44,0.44,0.528782,0.43,0.43,0.509659,0,0.661645293,0.347012082,2.263876652,2.856387665,0.933480176,0.355,0.552017857,#N/A,#N/A,2.77,#N/A,0.851428571,#N/A,#N/A,2.96,#N/A,1.013333333,3.355,#N/A,#N/A
URBN UW Equity,2533450545,27.48500061,50.16754096,6.74557727,2.56694976,1.79,1.79,1.812814,1.78,1.78,1.798317,0,1.364115762,-1.226943619,3.187378737,18.85978492,18.85978492,2.056893939,2.075448718,0,3.52,20.68,2.351,2.351,0,4.056875,23.02,2.443333333,2.443333333,25.51,2.53,2.53
SPG UN Equity,41954712856,128.3200073,15.89600286,11.63713349,11.44139502,5.99,5.99,5.961712,5.99,5.99,5.957921,6.75,11.33179523,9.58310271,1.839770685,9.11957005,8.956317622,6.443571429,6.517777778,7.226666667,10.75,9.01,6.726666667,6.784666667,7.419285714,13.385,8.72,6.6,6.638,6.16,6.54,6.54
EMN UN Equity,10587949463,88.23999786,85.66801619,13.24696356,9.384615385,6.42,6.42,7.974494,6.35,6.35,7.886029,3.07,7.894736842,2.947368421,4.14983165,#N/A,#N/A,7.855625,7.896666667,3.205789474,11.88875,48.124,9.494375,9.078333333,3.386842105,11.99428571,51.866,10.06428571,10.21909091,65.912,11.2,11.2875
AVB UN Equity,24705873040,176.6000061,18.08103124,11.45067316,11.5487415,8.8,8.8,11.556476,8.79,8.79,11.529837,6.36,10.00181482,-3.357381727,1.437469665,80.16999157,80.16999157,4.8325,4.7425,6.55130719,10.585,79.51,6.37,4.934545455,6.865378151,10.93,78.07,6.9855,5.269318182,76.9,8.045,5.7825
PRU UN Equity,38485440674,104.5899963,164.970651,#N/A,4.965314835,0.788306,0.788306,14.921791,0.761436,0.761436,14.886356,4.75,24.36720123,24.31430096,54.46642528,44.70776711,43.26645502,10.91666667,11.43264706,4.939,14.7025,51.28181818,12.39708333,12.41569231,5.0805,16.55,54.86666667,12.74857143,13.697,54.925,12.06875,12.89375
TELL UA Equity,1117843795,1.980000019,0.614279323,-0.099623594,-0.155253829,-0.259511,-0.259511,-0.261364,-0.259511,-0.259511,-0.261364,0,-0.185393865,-0.233987936,1.075490609,1.13408955,1.13408955,-0.179166667,0.067904762,#N/A,0.437,1.53,-0.841666667,-0.732,#N/A,0.2525,0.53,-1.655,-1.66,-1.3,-1.685,-0.9175
UPS UN Equity,1.60E+11,185.1199951,115.1986223,18.6934558,15.03329506,13.26,13.26,13,13.2,13.2,13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.98714286,11.87387097,6.328333333,15.93333333,26.551,12.54882353,12.23347826,6.370666667,16.722,31.918,14.26,14.28333333,40.68,15.295,15.295
AIV UN Equity,1141032161,7.519999981,1.303941144,0.553193836,0.819401117,1.81,1.81,2.26541,1.8,1.8,2.230038,0,1.462046788,-0.924814656,1.383855047,5.142223921,5.002072101,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
BRSP UN Equity,980133486.1,7.599999905,3.430909528,2.270953219,1.047077697,0.94,0.94,0.922822,0.94,0.94,0.917994,0.77,1.049769556,1.050258807,2.221192933,10.87039675,10.44522692,0.57775,0.992,0.8,#N/A,10.84,0.76,1.06,0.8,#N/A,10.83,#N/A,#N/A,#N/A,#N/A,#N/A
MCK UN Equity,53579501595,377.8699951,1856.522778,25.50418017,21.09537622,14.25,14.29,23.418681,14.11,14.15,23.229058,1.95,29.90607544,27.78365467,20.53521127,-12.44366197,-90.69014085,24.181,25.17194805,2.1825,31.935,-6.665,26.44,27.8295303,2.31,33.73,7.155,29.458,31.946,36.5,32.735,32.11875
LMT UN Equity,1.18E+11,462,250.2237391,38.02427,31.6571862,21.74,21.74,16.594198,21.66,21.66,16.534868,11.4,29.5866515,23.25369738,10.02755906,36.48031496,-15.64173228,26.70705882,26.79173913,11.29916667,31.024,34.11714286,27.845,27.62590909,12.18583333,32.78,35.05666667,28.858,28.056,36.964,29.1125,27.6875
ABC UN Equity,34078835443,168.5099945,1144.455879,15.81578341,11.35105914,8.15,8.15,9.335956,8.04,8.04,9.211656,1.84,12.9661921,10.58545032,16.43126228,-1.025970339,-63.2780818,10.01,11.51428571,2.075555556,14.255,5.284,11.07142857,12.58142857,2.172222222,16.05,12.31333333,12.38,13.957,19.92,11.8,13.42333333
COF UN Equity,45184050000,118.5,97.94027565,#N/A,23.58346095,17.98,17.98,17.774375,17.91,17.91,17.706541,2.4,#N/A,#N/A,13.61919748,125.1953842,86.11329662,14.577,14.51136364,2.501,16.065,150.4277778,15.247,15.50772727,2.5945,18.21,164.4588889,17.1225,16.22,#N/A,13.52,#N/A
WAT UN Equity,19439346764,327.2200012,48.84518423,16.26306138,14.063145,11.54,11.54,11.844842,11.46,11.46,11.77172,0,10.4301595,7.823803354,7.466540128,6.470856989,-4.17324554,12.24791667,12.26309804,0,14.795,12.67,13.775,13.67397436,0,16.44,26.12,15.34,14.715,38.17,16.85,16.33
DLTR UW Equity,33122375730,149.75,123.526709,13.19103379,9.800379168,7.21,7.21,7.21,7.18,7.18,7.18,0,5.105819794,-0.202966432,1.984629295,37.41094033,14.43444846,7.210740142,7.10377619,0,11.4425,41.115,8.551410256,8.458721805,0,11.46,45.27,9.276666667,9.322857143,49.93555556,11.08107143,11.08107143
XPO UN Equity,4581166297,39.77999878,113.9826087,14.62608696,10.55652174,7.68,7.725652,5.299305,7.62,7.664483,5.266439,0,6.452173913,2.669565217,4.730434783,15.53043478,-8.165217391,3.210833333,3.351666667,0,3.658333333,18.235,2.657142857,3.569166667,0,6.15,20.88,#N/A,5.17,21.76333333,#N/A,#N/A
DRI UN Equity,18009949182,147.9799957,80.4544722,12.05721193,8.997582595,7.3,7.33,6.565458,7.25,7.25,6.494762,4.62,11.34344392,7.46817083,1.974569319,16.5783429,1.453650533,8.242385965,8.292037037,5.035090909,12.13916667,17.825,8.864761905,8.896868687,5.412,13.25333333,18.83,9.973333333,10.01666667,20.53666667,11.065,10.89
NTAP UW Equity,14206284555,65.91999817,29.70068027,6.630385488,5.219954649,6.73,6.73,4.394562,6.61,6.61,4.310155,2,5.280718476,4.058956916,13.97695853,5.539170507,-8.202764977,4.442828283,5.462568543,2.043333333,7.011666667,8.13,6.127,5.994444444,2.123333333,7.255,11.46,10.305,6.09125,35.24,13.22,5.5
DVA UN Equity,7399012247,82.12000275,121.5755971,22.83292589,15.38085835,7.08,7.08,7.650435,6.83,6.83,7.390125,0,18.3811671,12.03314946,4.903389417,5.911746426,-74.02207449,5.973333333,5.680666667,2.095,11.37666667,12.71333333,7.523333333,7.4325,2.1575,14.59,15.78,8.953333333,8.5525,21.50333333,10.33,10.295
FHI UN Equity,3489051765,39.20000076,16.85844547,#N/A,3.927100581,2.654975,2.654975,2.654975,2.65,2.65,2.65,1.08,3.451330426,#N/A,5.862729448,11.74999958,-1.841472854,3.214444444,3.214444444,1.167142857,3.23,10.985,3.662222222,3.662222222,1.228571429,4.24,10.67,4.1325,4.1325,9.46,3.47,3.47
HIG UN Equity,24646306087,77.48000336,67.12706346,#N/A,8.029683477,5.82,5.82,6.957752,5.74,5.74,6.854845,1.42,12.54181128,12.00969256,0.891967618,39.46565494,30.99352743,7.788653846,8.010350877,1.715454545,15.1825,44.80538462,9.103792735,9.286333333,1.828279221,17.355,49.70111111,10.55958333,10.56669118,51.32923077,11.9775,11.87375
IRM UN Equity,15913686873,54.74000168,17.15577187,7.428777954,3.435465939,1.712533,1.712533,1.654986,1.691261,1.691261,1.639666,2.474,2.946020354,0.230664909,0.533984998,1.82051239,-19.77044166,1.448333333,1.77125,2.518333333,3.19,0.79,1.598666667,2.001071429,2.6075,#N/A,-0.27,1.616666667,2.1975,-1.4,2.07,2.42
EL UN Equity,98779923300,276.7999878,48.12983214,10.0801003,8.068537995,6.09,6.09,6.809293,5.99,5.99,6.708772,2.4,6.861769292,4.134568503,8.228979459,15.45244373,-0.246477261,5.529222222,5.736673684,2.681857143,9.611666667,17.7,7.346666667,7.410906863,2.945714286,10.37416667,24.68,8.423333333,8.701969697,19.62857143,9.95,10.52
ATI UN Equity,4662271543,36.02500153,28.27559055,3.061417323,1.935433071,0.17,0.17,1.586724,0.11,0.11,1.503106,0,1.238624362,0.099212598,2.542929534,6.28584982,4.530293485,1.969666667,2.036904762,#N/A,#N/A,9.37,2.176,2.067357143,#N/A,#N/A,9.97,2.905625,2.95325,#N/A,3.14875,3.19375
SRCL UW Equity,4930011990,53.47999954,29.24063009,3.649103748,1.116784356,0.07,0.07,0.575764,0.07,0.07,0.564962,0,1.564719976,0.074959261,0.477223427,25.18872017,-13.73210412,0.868,2.293928571,#N/A,#N/A,25.71,0.833333333,2.535,#N/A,2.845,28.28,3.004166667,3.7685,31.4,4.28,4.52
ANF UN Equity,1416640354,28.90999985,70.45767868,9.405364295,1.997824245,0.49,0.49,0.574644,0.43,0.43,0.514229,0,-3.223252845,-5.884107363,5.251673469,13.18838776,13.18838776,1.410333333,1.103946429,0.4,5.93125,21.76,2.69,2.312714286,0.4,6.94625,26.22,3.415,2.99,19.52,4.15,4.15
NOV UN Equity,9588368989,24.40999985,17.18585209,0.995498392,0.223794212,0.03,0.03,0.390035,0.03,0.03,0.386734,0.2,-0.762175077,-1.309324759,2.540701122,12.3929189,7.286058728,1.040954545,1.027785714,0.2,1.703333333,13.56777778,1.473222222,1.47210084,0.2,2.41,14.67857143,1.574204545,1.964285714,15.133,1.59625,1.772916667
DGX UN Equity,16914566937,148.5200043,86.86919831,19.03797468,15.43459916,10.36,10.36,10.816831,10.17,10.17,10.633674,2.64,15.73972004,12.35443038,6.140350877,54.69298246,-18.15789474,7.66452381,8.329545455,2.668571429,12.105,54.885,7.565714286,8.578,2.731428571,12.9,60.42,9.5175,8.917,60.91,10.95291667,10.115
ROK UN Equity,32275676552,281.1900024,68.1426102,12.74762316,10.69230769,9.26,9.26,9.869949,9.23,9.23,9.814378,5.66,7.781263441,6.682800346,4.114982578,25.3902439,-14.31968641,10.76589286,11.388,4.823194444,11.97,30.755,11.77428571,12.52375,5.109583333,13.9325,35.371,13.04333333,13.695,43.69833333,14.755,15.1255
AMT UN Equity,1.04E+11,223.0299988,22.77197413,15.66778406,15.17100279,6.32,6.32,6.34719,6.3,6.3,6.328201,5.69,6.080804585,2.425294882,4.557111009,13.49178053,-53.1026499,4.643,4.450769231,6.37,10.66833333,11.51,5.644444444,4.797777778,7.100555556,10.43666667,13.93,5.526666667,5.721105769,5.46,5.73,6.998125
AMZN UW Equity,1.05E+12,102.8199997,49.34810593,5.904878888,1.274603253,1.1125,1.1125,1.00078565,1.0895,1.0895,0.99107645,0,3.899859773,-2.586645703,5.752304373,13.48195725,11.50431457,1.303706933,2.712076923,0,8.18,16.26,2.581212121,1.785555556,0,9.665833333,19.7,3.952954545,4.798409091,22.85857143,5.588333333,6.65625
AC UN Equity,831683218.8,37.79999924,1.374971641,-2.742683425,-2.771541359,-2.412497,-2.412497,-0.309721,-2.412497,-2.412497,-0.313872,0.3,-12.65065673,-12.65483915,13.09691223,39.95976641,39.79983736,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RL UN Equity,8174651601,123.9400024,90.74123894,13.20353982,10.0219469,7.29,7.29,8.363238,7.18,7.18,8.233752,2.875,3.405909117,0.937345133,21.36802413,34.02111614,19.52488688,8.327683824,8.289019608,3.06,17.88166667,30.27,9.650333333,9.650333333,3.164,14.70458333,19.16,11.05,11.05,40.69285714,12.23666667,12.23666667
BXP UN Equity,11618659684,74.12000275,19.47457062,#N/A,19.44767497,5.81,5.81,3.602741,5.8,5.8,3.588144,3.92,#N/A,#N/A,2.400423919,37.26740316,37.31736359,2.69,2.699285714,3.966428571,16.16083333,37.93,2.964166667,2.717460317,4.028406593,17.52,36.22,2.60625,3.171428571,31.408,2.88875,3.41
APH UN Equity,47375476693,79.61000061,21.17242536,4.996142234,4.33713519,3.19,3.19,3.22157,3.06,3.06,3.08963,0.81,3.647433747,3.003690037,2.410035373,11.78904209,-0.276594493,3.0325,3.004705882,0.862307692,3.68,13.14666667,3.324545455,3.315333333,0.911818182,3.7425,14.85666667,3.585,3.52,17,3.82,3.75
PXD UN Equity,54699980601,230.1900024,96.21487603,48.4338843,37.90909091,29.44,29.44,30.44085,28.05,28.05,29.013175,23.37,45.38059204,29.10743802,7.100312952,96.53144665,95.50930444,22.576875,23.29816092,4.225694444,38.0038961,102.66,24.26833333,23.8487037,4.348412698,37.93683333,120.635,24.22183333,22.59106061,103.41,21.991,20.38116883
VLO UN Equity,54011813601,140.0599976,446.5392405,45.98227848,39.72151899,29.18481,29.18481,29.306329,29.111111,29.111111,29.232323,3.92,31.83291139,24.90126582,12.61143953,#N/A,#N/A,21.86076923,21.5725,4.054,31.47125,72.25,15.22615385,15.40210526,4.162666667,25.09875,79.212,11.7125,11.29363636,83.0075,8.156666667,8.578
WU UN Equity,5445008540,14.10000038,11.92134831,3.155005107,2.681562819,2.12,2.12,2.323385,2.11,2.11,2.308909,0.94,2.240811623,2.151174668,3.047680746,1.369007515,-5.111427831,1.677833333,1.540131579,0.9625,2.403333333,2.084,1.626363636,1.623181818,0.97125,2.245,1.555,1.729454545,1.723333333,6.51,1.739,1.723333333
CHRW UW Equity,11707971804,99.46499634,203.2674124,12.21910733,10.81343829,8.36,8.36,8.426729,8.24,8.24,8.313507,2.2,7.545478158,6.955856501,1.555069075,13.91081646,1.253263015,5.113333333,5.35132107,2.267307692,8.283333333,11.806,5.671428571,5.527368421,2.316931818,6.65,15.61,6.539305556,6.323,18.63888889,6.91375,7.071666667
ACN UN Equity,1.83E+11,278.0400085,98.66107169,19.29525668,15.06716866,11.15,11.15,11.272946,11.01,11.01,11.128677,4.03,15.02573653,14.03038914,9.37195415,36.47092954,11.35643968,11.5962406,11.59816701,4.39375,15.47833333,46.13,12.84583333,12.84583333,4.68125,16.91,56.02,14.22875,14.22875,55.602,15.2925,15.2925
YUM UN Equity,36661674041,130.1499939,23.2888118,7.847354727,7.323503903,4.45,4.45,4.188323,4.38,4.38,4.121636,2.21,4.818434934,3.951431049,1.443661972,-30.07746479,-33.50704225,5.044727273,4.957638889,2.438222222,5.776666667,-30.94,5.777575758,5.707272727,2.684027778,6.483333333,-34.05,6.66,6.607692308,-35.8475,7.62,7.7225
LAZR UW Equity,2419957625,6.675000191,0.118075289,-1.016530324,-1.049840761,-1.06,-1.06,-1.048598,-1.06,-1.06,-1.056293,0,-0.528006602,-0.566992942,1.524576239,0.118426107,0.003754571,-1.261166667,-0.75125,0.375,-0.4475,-0.5,-1.15,-0.626666667,0.5,-0.169,-0.755,-0.805,-0.252,-1.28,-0.4485,0.0675
PLD UN Equity,1.19E+11,129.3500061,7.60326089,5.209761034,5.631160467,4.28,4.28,2.789759,4.25,4.25,2.789759,3.16,3.846669207,#N/A,0.301689238,57.6735924,#N/A,3.135714286,3.121428571,3.373157895,5.84,56.7775,2.706666667,2.900769231,3.537058824,7.43,57.81666667,3.41,3.84,60.38,3.95,4.43
CRC UN Equity,3130596457,42.61000061,34.37621202,14.29864253,11.53199741,14.91,14.91,10.401741,14.47,14.47,10.207585,0.34,10.1162666,5.300581771,4.292257049,22.24060566,22.24060566,5.95,6.192666667,0.84875,10.274,#N/A,8.64875,7.06,1.0475,11.06,#N/A,9.17875,8.858125,#N/A,#N/A,#N/A
FE UN Equity,23407575018,40.93999863,21.11759505,5.711759505,3.068081344,2.19,2.201818,2.493164,2.18,2.185455,2.476067,1.56,4.503708148,0.139699381,0.439000608,18.843795,9.017877023,2.9375,2.494484848,1.572857143,5.184166667,17.93,2.72,2.6795,1.619285714,5.529583333,19.004,2.92,2.84,20.208,3.04,3.0425
VRSN UW Equity,23009810898,217.0399933,12.77787134,8.853320763,8.418262366,7.53,7.53,7.53,7.52,7.52,7.52,0,7.518877411,7.20578113,9.221072437,-14.5098777,-15.00376294,7.21,6.703333333,0,#N/A,#N/A,8.245,7.395,0,#N/A,#N/A,9.1975,9.0375,#N/A,10.085,10.085
PWR UN Equity,21728121206,152.0500031,115.6231556,10.41096483,5.013876879,3.02,3.02,3.872426,2.93,2.93,3.753443,0.28,5.562888659,2.139487044,1.506647446,36.34541183,0.686239982,4.643878788,6.674304029,0.299583333,8.119166667,41.12,5.977166667,7.708,0.376666667,10.24,47.01,7.526666667,9.256,48.77333333,8.35,10.325
AEE UN Equity,22411065726,86.73000336,28.89642477,10.98730743,5.565352195,4.01,4.01,4.01,3.99,3.99,3.99,2.32,8.141200228,-6.910183122,0.027079304,39.4622824,37.87234043,4.324722222,4.324722222,2.473333333,9.7925,40.316,4.56125,4.56125,2.619761905,10.31625,42.886,4.951,4.951,45.578,5.312666667,5.312666667
NVDA UW Equity,4.78E+11,194.4700012,11.44012815,3.022827393,2.378053664,2.38,2.38,2.883243,2.35,2.35,2.845399,0.16,2.568895776,1.933920705,5.325364668,8.650324149,6.129254457,2.703,3.845887097,0.225068182,9.531893939,9.082727273,4.045020243,5.196876268,0.248227273,12.064,11.13714286,4.99,6.208627451,16.39,6.065,7.185
SEE UN Equity,7899747365,54.61000061,39.29483904,8.378811105,6.928972918,3.93,3.84,4.039548,3.89,3.8,3.988084,0.8,4.4377925,2.801567024,1.719966371,1.508427099,-14.37568356,3.861111111,3.978697479,0.808333333,6.466666667,4.8575,4.331333333,4.387916667,0.833,6.46,7.955,4.854,4.822083333,13.605,5.38,5.356666667
CTSH UW Equity,34211749571,66.55000305,37.1529976,6.879616307,5.782254197,4.5,4.5,4.5,4.5,4.5,4.5,1.08,5.170782652,4.573621103,5.313229572,23.26459144,10.69066148,4.475572755,4.485283753,1.13875,5.745428571,26.39,4.911,4.926222222,1.181428571,6.7025,29.91,5.198333333,5.121,33.28,6.374375,6.3445
ISRG UW Equity,86586288851,245.0200043,17.49283104,#N/A,4.433792522,3.72,3.72,3.925861,3.65,3.65,3.854776,0,3.795614282,#N/A,19.07695064,31.44619472,30.46001697,4.186,5.30875,0,7,39.85,5.041,6.169047619,0,7.83,47.79333333,5.926,7.300909091,56.8,7.323333333,8.555
CNX UN Equity,3013965971,16.69499969,6.194413797,2.114874689,-0.318878894,-0.75,-0.75,2.749793,-0.75,-0.75,2.749509,0,6.516960088,3.531571876,0.12532437,17.34274504,14.98976691,2.224,2.258181818,#N/A,5.5325,19.39,1.843333333,2.338888889,#N/A,5.732222222,22.44,2.34,3.023333333,26.34,3.65,3.594
RSG UN Equity,39301037278,124.3700027,40.82417929,11.69381313,7.310921717,4.6,4.6,4.840627,4.58,4.58,4.827528,1.875,9.572921587,5.351641414,0.257594937,30.03132911,-16.15094937,4.799722222,4.778235294,2.028333333,9.84,33.076,5.545777778,5.580384615,2.130666667,11.50833333,35.41,6.413333333,6.42125,35.718,6.246875,6.246875
EBAY UW Equity,26785652866,49.36000061,17.2363953,5.102307357,4.306486722,-0.11,-4.84,3.183142,-0.11,-4.84,3.180879,0.84,3.268155278,2.549412277,6.422794118,8.920955882,1.461397059,3.200125,4.142717391,0.882857143,4.29275,9.036666667,3.618,4.606428571,1.004285714,2.8725,8.612,3.638333333,4.641428571,9.604,3.48,4.305
KNSA UW Equity,1004386281,14.44999981,2.558001589,-0.432548921,-0.468208164,2.05,2.05,2.05,2,2,2,0,-0.026101543,-0.028608306,2.887104081,5.523360755,5.257266887,-1.236666667,-0.9725,#N/A,0.652,4.92,-1.022916667,-1.605,#N/A,#N/A,6.7,-0.92625,-1.135,5.81,-0.455,-0.452
GS UN Equity,1.28E+11,365.1099854,195.1462653,105.8988924,38.30161886,30.42,30.42,31.863221,30.06,30.06,31.330707,9.5,#N/A,#N/A,714.6337502,#N/A,#N/A,34.438,34.26230769,10.38809524,42.98,324.1135,40.06894737,40.06769231,11.00952381,54.13,348.2968421,40.58285714,41.45777778,367.245,46.705,46.705
SRE UN Equity,50265049228,159.9100037,46.89392574,15.3255978,9.066960149,7.15,7.15,8.264563,7.13,7.13,8.239745,4.585,7.29587184,-8.32692922,2.181528662,83.25159236,77.03503185,8.427440476,8.495705128,4.92,16.90583333,85.82833333,9.293857143,9.293857143,5.2145,18.11875,88.28833333,9.7935,9.7935,92.535,9.730833333,9.730833333
MCO UN Equity,59285349316,323.6099854,29.73355084,12.03915171,10.23926047,7.47,7.47,7.635889,7.44,7.44,7.603725,3.08,8.015225666,6.47634584,10.10875476,13.69766177,-30.07069059,8.378,9.374,2.957692308,9.6075,14.085,10.41428571,11.30388889,3.228333333,11.93142857,15.91333333,11.687,12.75666667,16.145,13.54833333,14.48714286
BKNG UW Equity,93913767620,2421.120117,395.4365116,124.1446544,113.655295,61.2,61.2,88.556062,60.89,60.89,88.225769,0,114.5167498,105.2884882,233.7469087,93.88761683,-25.4033797,106.6333333,117.1482662,0,126.2151786,108.2771429,124.3131429,139.5074737,0,138.414,182.57,146.8685714,166.1133333,179.3125,160,173.5483333
FFIV UW Equity,8842701388,147.0899963,45.07973459,8.803577594,6.33738378,5.01,5.01,5.806657,4.98,4.98,5.767215,0,8.485539646,7.882887867,10.97449973,42.955387,5.374053928,7.995378788,12.11180556,0,12.68666667,47.038,9.18975,13.67458333,0,#N/A,56.155,11.2578125,16.0125,62.36,14.125,19.3125
AKAM UW Equity,13934812349,88.62000275,22.42877112,8.054658005,4.398624658,3.16,3.16,3.889359,3.12,3.12,3.837389,0,8.238122814,5.38448434,5.473565682,26.81324341,6.491050153,3.589166667,5.355972222,0,#N/A,30.08333333,4.231333333,6.236190476,0,#N/A,34.40333333,5.235,7.024285714,35.62,6.307916667,8.465833333
LPRO UQ Equity,1106390683,8.755000114,1.619454712,1.03353604,1.014671729,0.78,0.78,0.78,0.78,0.78,0.78,0,0.885218787,0.878572978,1.5987149,1.84799645,1.84799645,0.511375,0.495545455,#N/A,0.739,2.355,0.6545,0.643030303,#N/A,0.5,2.91,0.723,0.718333333,3.196666667,0.75,0.75
KRON UW Equity,136556103,2.400000095,0,-2.830197053,-2.966277462,-2.94,-2.94,-2.94,-2.94,-2.94,-2.94,0,-2.276651179,-2.288093342,4.575774312,4.742890935,4.742890935,-2.335,-2.2895,#N/A,#N/A,#N/A,-2.880833333,-2.84875,#N/A,#N/A,#N/A,-3.9475,-3.31,#N/A,-4.25,-3.415
SLM UW Equity,4378444525,17.51000023,9.038254916,6.053398725,4.239561019,3.11,3.11,3.115935,3.07,3.07,3.075418,0.44,0.167831325,0.191085238,19.37176422,6.919184388,6.437283798,2.547777778,2.465,0.483015873,4.2275,7.571666667,2.870535714,2.845410256,0.528571429,5.205,8.14,1.6875,1.72,8.09,-1.595,-1.595
SBSI UW Equity,1189321924,37.72999954,9.148132005,#N/A,3.724501868,3.27,3.27,3.27,3.26,3.26,3.26,1.4,#N/A,#N/A,6.31603639,23.64716138,17.12552699,3.305,3.305,1.4425,3.45,25.105,3.32,3.32,1.4775,3.425,26.89,#N/A,#N/A,#N/A,#N/A,#N/A
DVN UN Equity,41294227803,63.16999817,29.05958254,17.27362429,13.97191651,9.55,9.55,8.054062,9.52,9.52,8.014801,4.66,12.52835741,5.185578748,2.003058104,16.62538226,15.47400612,7.75352381,7.595226903,0.719027778,12.48818861,19.59,8.078968254,7.853012821,0.722916667,12.5171123,19.69333333,7.267460317,7.077115385,22.56333333,6.280714286,5.798333333
GOOGL UW Equity,1.28E+12,98.62000275,21.45032817,7.402569359,5.973804585,5.0909573,5.0909573,5.1665806,5.0341932,5.0341932,5.10310045,0,7.055596254,4.75535131,8.962994372,19.55331123,17.16135996,4.952118316,5.560272727,0,7.653333333,23.62333333,5.764166667,5.912222222,0,7.27,24.32,7.01,7.731529412,27.576,8.11,9.4685
APPF UQ Equity,3948594669,111.9499969,13.47852042,-1.18680377,-2.067123679,-1.95,-1.95,-1.452772,-1.95,-1.95,-1.457071,0,0.724507284,0.537703513,4.552356925,7.552260768,4.816057233,-1.288,0.082,#N/A,#N/A,8.21,-0.848,0.62,#N/A,#N/A,9.5,-0.11,0.585,11.56,0.62,1.96
MKTX UW Equity,13662166749,363,19.17102594,10.36409736,8.724137931,6.68,6.68,6.68,6.65,6.65,6.65,2.8,7.7194139,6.334979182,13.67114101,28.7243602,22.0060951,7.745555556,7.711333333,2.994166667,10.865,32.716,8.786666667,8.8,3.244166667,12.145,36.478,10.295,10.12666667,44.09,12.42,11.9025
ALRM UW Equity,2686200532,53.81999969,16.58789784,1.788320572,0.946140538,0.95,0.95,1.128589,0.92,0.92,1.085184,0,0.84991057,0.24412725,12.46201584,11.90903942,7.136025199,0.316428571,1.48375,#N/A,1.848,0.51,0.462666667,1.828095238,#N/A,1.91,0.13,#N/A,#N/A,#N/A,#N/A,#N/A
