"get(cur_mkt_cap(), px_last(), revenue_per_sh(), ebitda_per_sh(), oper_inc_per_sh(), is_eps(), is_earn_bef_xo_items_per_sh(), is_basic_eps_cont_ops(), is_diluted_eps(), is_dil_eps_bef_xo(), is_dil_eps_cont_ops(), is_div_per_shr(), cash_flow_per_sh(), free_cash_flow_per_sh(), cash_st_investments_per_sh(), book_val_per_sh(), tang_book_val_per_sh(), is_eps(fa_period_offset=1), is_dil_eps_cont_ops(fa_period_offset=1), is_div_per_shr(fa_period_offset=1), cash_flow_per_sh(fa_period_offset=1), book_val_per_sh(fa_period_offset=1), is_eps(fa_period_offset=2), is_dil_eps_cont_ops(fa_period_offset=2), is_div_per_shr(fa_period_offset=2), cash_flow_per_sh(fa_period_offset=2), book_val_per_sh(fa_period_offset=2), is_eps(fa_period_offset=3), is_dil_eps_cont_ops(fa_period_offset=3), is_div_per_shr(fa_period_offset=3), book_val_per_sh(fa_period_offset=3), is_eps(fa_period_offset=4), is_dil_eps_cont_ops(fa_period_offset=4), is_div_per_shr(fa_period_offset=4), is_eps(fa_period_offset=5), is_dil_eps_cont_ops(fa_period_offset=5), is_div_per_shr(fa_period_offset=5)) for(members('RAY Index'))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,cur_mkt_cap(),px_last(),revenue_per_sh(),ebitda_per_sh(),oper_inc_per_sh(),is_eps(),is_earn_bef_xo_items_per_sh(),is_basic_eps_cont_ops(),is_diluted_eps(),is_dil_eps_bef_xo(),is_dil_eps_cont_ops(),is_div_per_shr(),cash_flow_per_sh(),free_cash_flow_per_sh(),cash_st_investments_per_sh(),book_val_per_sh(),tang_book_val_per_sh(),is_eps(fa_period_offset=1),is_dil_eps_cont_ops(fa_period_offset=1),is_div_per_shr(fa_period_offset=1),cash_flow_per_sh(fa_period_offset=1),book_val_per_sh(fa_period_offset=1),is_eps(fa_period_offset=2),is_dil_eps_cont_ops(fa_period_offset=2),is_div_per_shr(fa_period_offset=2),cash_flow_per_sh(fa_period_offset=2),book_val_per_sh(fa_period_offset=2),is_eps(fa_period_offset=3),is_dil_eps_cont_ops(fa_period_offset=3),book_val_per_sh(fa_period_offset=3),is_eps(fa_period_offset=4),is_dil_eps_cont_ops(fa_period_offset=4)
FVCB UR Equity,299882460.2,17.15999985,#N/A,#N/A,1.777799654,1.43,1.43,1.438865,1.35,1.35,1.355248,0,#N/A,#N/A,4.666659953,11.58078764,11.135025,2.07,2.07,#N/A,#N/A,16.6,2.23,2.23,#N/A,#N/A,18.96,#N/A,#N/A,#N/A,#N/A,#N/A
SFBS UN Equity,3680622204,67.75,10.86781803,#N/A,5.66295553,4.63,4.63,4.63,4.61,4.61,4.61,0.97,#N/A,#N/A,15.02043263,23.86172072,23.61112034,4.543333333,4.543333333,1.053333333,#N/A,27.125,4.743333333,4.743333333,1.113333333,#N/A,30.495,#N/A,#N/A,#N/A,#N/A,#N/A
CMRE UN Equity,1231546771,10.125,9.1752487,6.41750284,5.079038907,3.98,3.98,3.591832,3.98,3.98,3.591832,0.73,5.042971079,#N/A,5.308036155,16.30376966,16.30376966,3.795,3.15,0.48,#N/A,#N/A,3.78,3.505,0.46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
CNXC UW Equity,7347542558,141.1100006,123.156836,22.31830662,12.4664966,8.471735,8.471735,8.96222,8.408369,8.408369,8.895185,0.275,11.69785602,8.971277238,2.845271646,52.76154689,-23.36914827,8.01,11.915,1.1,13.02,#N/A,9.36,13.11,1.1,13.84,#N/A,#N/A,16.23,#N/A,#N/A,18.18
AAN UN Equity,448163772.6,14.56000042,67.77776168,#N/A,#N/A,0.53,0.53,1.625136,0.5,0.5,1.58451,#N/A,#N/A,#N/A,1.227368854,22.86254294,17.24398172,0.971571429,1.267142857,0.44,6.06375,24.88,1.778333333,2.042285714,0.44,4.71375,20.72,2.2075,2.46,#N/A,2.33,2.62
OMCL UW Equity,2470922263,55.34000015,29.60156904,3.301214081,1.076688296,1.1,1.1,1.513474,1.02,1.02,1.418202,0,1.253792467,0.233410956,5.966984724,25.43105765,3.429131389,-0.737535714,1.1357,#N/A,3.21,22.01,1.085933333,2.656666667,#N/A,#N/A,26.92,2.01,3.601666667,28.675,3.3605,4.889166667
ITGR UN Equity,2169251716,65.55999756,39.78810909,6.414716325,3.418448289,2.17,2.06,2.642445,2.15,2.04,2.615702,0,3.14463779,1.123668505,0.609308631,40.90019276,-12.85971115,2.37,3.793333333,#N/A,4.75,#N/A,3.07,4.955,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PNFP UW Equity,5991479977,78.31999969,23.63569619,#N/A,9.209602949,7.2,7.2,7.2,7.17,7.17,7.17,0.88,#N/A,#N/A,14.97954248,69.31066667,44.71552941,7.316666667,7.331,0.987777778,7.085,75.12888889,7.864444444,7.92,1.055555556,8.035,81.78555556,#N/A,#N/A,#N/A,#N/A,#N/A
TTMI UW Equity,1601570770,15.67000008,24.1407968,2.772286205,1.422651213,0.95,0.95,1.054147,0.94,0.94,1.041234,0,2.515467607,1.575303767,3.28380917,14.89608242,4.81752539,0.986666667,1.575,#N/A,#N/A,15.415,#N/A,#N/A,#N/A,#N/A,15.63,#N/A,#N/A,#N/A,#N/A,#N/A
GPN UN Equity,30428240629,112.5299988,31.75401666,7.978874606,1.971146672,0.23,0.23,4.992425,0.22,0.22,4.979851,1,8.114969609,5.989665224,7.376186281,83.83253016,-39.46737634,6.231862745,10.07092949,0.959305556,14.29166667,87.635,6.977647059,11.41882353,1.042063492,17.53833333,87.58,8.961818182,12.80117647,94.165,10.55,14.1
NTGR UW Equity,577693102.3,19.98999977,32.06353999,-1.94668405,-2.398016949,-2.18,-2.18,-0.57934,-2.18,-2.18,-0.584721,0,-0.172213063,-0.410299516,8.069379563,21.55531333,20.2495242,-0.167,0.14525,#N/A,#N/A,#N/A,0.48,0.855,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
RUTH UW Equity,574728956.4,17.30999947,14.73465855,2.531830514,1.329950345,1.2,1.2,1.181969,1.18,1.18,1.169935,0.4,1.960937961,0.597750255,0.632478535,4.186987824,1.408833541,1.1375,1.1375,#N/A,#N/A,4.15,1.285,1.285,#N/A,#N/A,4.05,#N/A,#N/A,#N/A,#N/A,#N/A
BHR UN Equity,379433219.7,5.309999943,9.263997464,1.944058058,#N/A,0.05,0.05,0.093701,0.01,0.01,0.048006,0.03,1.637077594,-0.419170196,5.022338742,5.07577591,5.020119555,-0.593,-0.465,0.1575,1.3725,4.37,#N/A,#N/A,#N/A,#N/A,5.08,#N/A,#N/A,#N/A,#N/A,#N/A
CIO UN Equity,393612974.9,9.909999847,4.080259863,2.301456787,2.563248514,10.44,10.44,0.087755,10.29,10.29,0.082378,0.8,2.427262664,-12.0724268,0.554196458,17.92968548,16.45481593,-0.392,-0.335,0.81,#N/A,#N/A,-0.025,-0.024,0.833333333,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
UTI UN Equity,256013140.6,7.579999924,12.60656873,1.852218677,0.673550485,0.39,0.39,0.627378,0.38,0.38,0.617034,0,1.385724607,-1.006261665,2.823686158,6.357394523,5.437364915,0.093333333,0.1575,#N/A,#N/A,#N/A,0.605,0.816666667,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
APTV UN Equity,30595625965,112.9199982,62.66096004,6.814743755,3.995867616,1.16,1.16,2.2657,1.15,1.15,2.255165,0,3.68200203,0.560823525,17.90111963,30.24735575,18.87922205,4.14325,4.475125,0.416875,6.218125,33.6,5.46375,5.948095238,0.6275,7.0725,32.05833333,6.62,6.816666667,36.266,9.75625,9.5621875
SNX UN Equity,9616422777,101.6399994,654.7000263,17.08636388,11.03568391,6.839664,6.839664,9.310957,6.773843,6.773843,9.237788,1.2,-0.520913626,-1.750097138,5.521611884,84.7940875,-2.126015616,9.57625,12.09545455,1.44,13.015,95.09,11.36125,13.32727273,1.562,13.7,107.6933333,13.84666667,15.22,123.395,#N/A,16.95
ALGN UW Equity,20942701282,268.1099854,49.22744427,11.11516645,9.5649975,6.5,6.5,6.850126,6.47,6.47,6.817663,0,8.884611415,4.447060247,13.9642944,47.2996377,41.29117538,5.635,7.117272727,#N/A,52.2,50.69666667,7.586666667,9.185555556,#N/A,66.56,57.16,10.35321429,10.96534091,60.30333333,12.2025,12.30375
CVGW UW Equity,570604856.4,32.18000031,67.43322199,1.770876974,0.338957142,-0.35,-0.35,0.431961,-0.35,-0.35,0.431961,0.2875,2.843967616,2.290890562,0.116174148,12.53981502,10.51753891,1.715,1.715,1.17,#N/A,#N/A,1.935,1.935,1.2,#N/A,#N/A,3,3,#N/A,#N/A,#N/A
CPRI UN Equity,8708241712,66.43000031,40.93339045,10.53130478,6.502784486,5.76,5.76,6.596029,5.68,5.68,6.496442,0,2.300764619,1.240616976,1.640107215,16.34767331,-5.698419023,6.935,7.091,0,6.98,23.48,7.568,7.60238961,0,9.73125,31.115,8.466,8.709285714,39.77,9.11,9.365
FSP UA Equity,318998965.4,3.089999914,1.616269044,1.67187357,1.794690982,0.79,0.79,-0.078285,0.79,0.79,-0.078285,0.6,0.180471268,-3.356906492,0.08443767,7.483451931,7.483451931,#N/A,-0.285,0.075,#N/A,#N/A,#N/A,-0.28,0.075,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AYI UN Equity,6020230111,187.8300018,121.6149115,17.90866729,15.01584343,11.11,11.11,11.666665,10.97,10.97,11.530092,0.52,12.7505848,10.55135135,8.836446519,59.20512478,9.825531346,11.88952381,13.40888889,0.523333333,45.57166667,68.6,11.98333333,13.65,0.53,21.895,80.23333333,#N/A,#N/A,93.2,#N/A,#N/A
CCRN UW Equity,1032524929,27.68499947,75.89672486,8.416573559,8.012330556,6.12,6.12,5.723636,6.03,6.03,5.641885,0,1.506067894,1.274031796,0.830502903,11.57853073,7.19310836,3.218,3.224285714,#N/A,3.155,14.43,3.3275,3.34,#N/A,#N/A,18.6,3.55,3.55,#N/A,#N/A,#N/A
CODI UN Equity,1604344589,22.21999931,31.06878314,4.604354001,2.540248441,0.447102,0.227475,0.431937,0.447102,0.115649,0.21941,1,-0.769403909,-1.504046596,0.848330402,11.86328823,-19.85659876,0.66,1.865952381,1.146666667,#N/A,17.305,0.8775,1.914,1.366666667,#N/A,17.225,#N/A,#N/A,#N/A,#N/A,#N/A
AMN UN Equity,4148546906,95.73000336,119.8350533,18.00201154,15.22710775,10.43,10.43,11.072921,10.38,10.38,11.009142,0,13.5423167,12.03205352,3.594132989,26.1415053,-6.97276525,7.01,8.482361111,#N/A,8.783333333,24.86,7.106666667,8.405,#N/A,9.57,29.77,7.733,9.315,#N/A,7.31375,9.99
CPSI UW Equity,424248217.9,29.22999954,22.06370445,3.490920465,1.8101378,1.28,1.28,1.365854,1.28,1.28,1.341746,0,3.024436978,3.012633152,1.068543956,15.99986264,-6.598008242,1.265,2.69,1.6,3.58,14.82,1.94,3.185,1.6,3.0925,13.9,2.10375,3.64,13.55,#N/A,#N/A
LQDA UR Equity,425344188.3,6.59499979,0.238331669,-0.672350321,-0.754148163,-0.810928,-0.810928,-0.801712,-0.810928,-0.810928,-0.801712,0,-0.556013573,-0.547269172,1.525277677,1.474300638,1.345648647,-0.67,-0.665714286,#N/A,-0.6375,#N/A,-0.893333333,-0.893333333,#N/A,#N/A,#N/A,-1.01,-1.01,#N/A,-1.01,-1.01
LKQ UW Equity,15712561235,58.81000137,45.91189044,6.496113282,5.546982863,4.23,4.2,3.772219,4.2,4.19,3.763357,0.25,3.611564726,2.498317082,0.995927434,19.48167345,1.865975565,3.854285714,3.989,1.06,4.395,19.15,4.2,4.3775,1.06,4.93,19.72,4.65,4.8375,21.09,4.95,5.14
BSIG UN Equity,962508432.7,23.22999954,9.270516717,4.433637285,3.661600811,2.21,2.254901,2.402832,2.15,2.188095,2.330613,0.13,1.172768329,0.40526849,2.447274095,-1.329830401,-1.819767917,#N/A,1.286666667,0.04,#N/A,0.04,#N/A,1.667083333,0.04,#N/A,0.36,#N/A,#N/A,0.23,#N/A,#N/A
BGFV UW Equity,221399603.2,9.979999542,47.56957731,6.365870827,2.682975802,2.05,2.05,2.05,2,2,2,1,-0.44197492,-1.015843709,1.552402078,12.25820207,12.25820207,1.18,1.18,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NUVA UW Equity,2373137929,45.52000046,23.08790145,3.89987142,0.737634419,-0.4,-0.4,0.666719,-0.42,-0.42,0.620615,0,3.074390788,0.522968606,4.560642138,15.97945311,0.378773331,1.2925,2.102708333,0,8.585,16.295,1.745,2.571964286,0,6.05,17.835,2.052,2.9675,19.485,3.476666667,3.444785714
IMXI UR Equity,843170464.5,22.75,13.61676122,2.367469181,2.097724989,1.5,1.5,1.593891,1.47,1.47,1.555484,0,0.181970511,-0.17494583,2.834651108,3.912931322,2.59455358,1.746,1.94,#N/A,2.0125,6.08,1.906666667,2.166,#N/A,2.6125,7.83,1.71,2.016666667,8.45,1.86,2.16
CMP UN Equity,1903892832,46.40999985,36.46248535,4.58968347,1.257327081,-0.74,-1.1,0.568494,-0.74,-1.1,0.561694,0.6,3.531652989,0.697538101,1.349098609,7.503446493,4.524309001,1.028,1.028,0.605,3.48,12.775,1.71,1.71,1.248333333,3.93,13.54,2.516666667,2.516666667,14.56,4.97,4.97
ENS UN Equity,3376604239,82.69999695,86.21529367,7.785238973,4.859531826,3.16,3.16,4.086557,3.11,3.11,4.032074,0.7,-1.719163586,-3.628611392,7.212412042,34.5634704,9.275162425,4.964,5.282,0.713333333,27.755,38.65,6.75125,6.9,0.72,14.65,41.13,8.235,8.2875,#N/A,#N/A,#N/A
CEVA UW Equity,774235719.5,33.38999939,5.853155248,0.392321419,-0.098761694,-0.91,-0.91,-0.807767,-0.91,-0.91,-0.809308,0,0.630764304,0.470880874,5.877003963,10.8807355,7.330287295,-0.0495,0.656666667,#N/A,#N/A,9.79,0.325,1.061666667,#N/A,#N/A,12.2,#N/A,#N/A,12.57,#N/A,#N/A
ASB UN Equity,3356405560,22.30999947,9.570949706,#N/A,3.081414838,2.36,2.36,2.370342,2.34,2.34,2.332976,0.81,#N/A,#N/A,4.130806147,#N/A,#N/A,2.463333333,2.488,0.85,2.32,27.05375,2.548888889,2.544,0.8825,2.545,28.54,#N/A,#N/A,#N/A,#N/A,#N/A
SAFT UW Equity,1248718423,84.73000336,54.37140335,#N/A,4.681577374,3.64,3.64,5.652158,3.62,3.62,5.593328,3.6,3.679367179,3.496948804,2.282254839,53.22196572,53.22196572,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NPO UN Equity,2518182272,121.0500031,58.93493976,10.91084337,6.197590361,8.63,8.6,4.136349,8.57,8.54,4.119156,1.11,7.511015683,6.756626506,7.989625217,60.94613026,-22.25269262,6.88,6.766666667,#N/A,#N/A,#N/A,7.64,7.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
PFS UN Equity,1763469269,23.45999908,7.41586854,#N/A,3.214243608,2.35,2.35,2.395015,2.35,2.35,2.393608,0.96,#N/A,#N/A,2.481175933,21.25475707,15.1233625,2.55,2.55,0.974,#N/A,22.932,2.808,2.808,1.008,#N/A,24.728,#N/A,#N/A,#N/A,#N/A,#N/A
DTM UN Equity,5280668829,54.58000183,9.281046444,6.599855249,4.867393246,3.840719,3.840719,3.979719,3.830719,3.830719,3.969719,1.92,7.040177158,4.795207329,3.669213366,41.11586132,15.15230083,3.845,3.87375,2.662,6.9575,41.31,4.085,4.081666667,2.844,#N/A,42.39,4.26,4.26,42.7,4.51,4.51
PRAA UW Equity,1572718259,40.34999847,#N/A,#N/A,#N/A,3.33,3.33,3.33,3.3,3.3,3.3,#N/A,#N/A,#N/A,1.414138705,31.36817206,18.10308768,2.025,1.858333333,#N/A,#N/A,30.89,#N/A,2.035,#N/A,#N/A,30.18,#N/A,#N/A,#N/A,#N/A,#N/A
WW UW Equity,350870410.3,4.974999905,15.5667005,-1.428438129,-2.537671172,-2.69,-2.69,1.468125,-2.7,-2.7,1.453592,0,1.600104334,1.569870185,2.675158059,-9.369936776,-12.73380692,0.2426,0.314178571,0,0.995,-9.86,0.6334,0.6445,0,0.9525,-8.225,0.82125,0.709,-7.7,1.17125,1.215
KDNY UW Equity,1614500655,25.25,0.948414569,-1.653453,-1.881548272,-1.83,-1.83,-1.598137,-1.84,-1.84,-1.61415,0,-1.726628191,-1.743369881,5.848813889,7.436871298,6.475024286,-3.13625,-3.13625,#N/A,#N/A,#N/A,-3.169,-3.169,#N/A,#N/A,#N/A,-2.725,-2.725,#N/A,-0.95,-0.95
EQIX UW Equity,68393997901,739.0900269,78.01922829,34.14298393,12.83775756,7.67,7.67,7.329363,7.65,7.65,7.308302,15.27,34.01936753,8.56419824,27.02504477,120.5396926,41.79831719,8.328605769,8.380095238,13.01846154,27.5475,119.0266667,10.22541667,10.34991453,13.73358974,34.66875,115.8,13.1275,12.42472222,118.132,15.425,15.20916667
WE UN Equity,1157511041,1.590000033,9.750659873,-11.33604262,-14.02767222,-16.840974,-16.840974,-12.933269,-16.840974,-16.840974,-12.933269,0,-7.253589953,-8.379963149,1.279378369,-2.606702005,-3.623394553,-2.543333333,-2.45,0,-1.44,-4.295,-1.196666667,-1.122,0,0.04,-5.18,-0.243333333,-0.378,-5.03,#N/A,0.09
MOH UN Equity,18166488428,311.0700073,538.6343993,25.37597234,21.76318064,14.515862,14.515862,15.811511,14.338727,14.338727,15.62422,0,17.93586726,16.23163354,135.8793103,52.43103448,30.65517241,18.24527778,19.35558379,#N/A,27.35125,68.94333333,21.26625,22.025,#N/A,33.5275,83.01,23.755,24.3225,105.774,#N/A,#N/A
PIPR UN Equity,2514624887,141.0099945,120.0592272,21.40563545,18.48271949,13.15,13.15,19.11593,10.79,10.79,15.709086,9.85,8.103526079,5.058429238,20.09525165,73.24525916,45.82113294,#N/A,10.42,6.93,#N/A,70.175,#N/A,14.16333333,6.8075,#N/A,76.98,#N/A,17.515,76.2,#N/A,20.94
BGS UN Equity,1000845642,13.96500015,30.56353175,2.215031663,0.775538267,-0.56,-0.56,1.08096,-0.56,-0.56,1.06585,1.9,0.564672991,0.048648453,0.838060633,11.74230886,-21.91363075,0.96125,0.96125,0.808333333,2.07375,12.28,1.21275,1.21275,0.76,2.85875,15.615,1.322,1.322,16.77,1.39375,1.39375
UPWK UW Equity,1692347911,12.88500023,4.576533522,-0.661885088,-0.724174079,-0.74,-0.74,-0.602098,-0.74,-0.74,-0.607054,0,-0.112241293,-0.121009142,5.145372538,1.846950022,0.946868051,-0.733333333,-0.0492,0,-0.0605,#N/A,-0.586666667,0.11775,0,0.1175,#N/A,-0.132,0.56875,#N/A,0.29225,0.95375
SBNY UW Equity,8069362192,128.2299957,59.62046586,#N/A,28.19926104,20.88,20.88,20.88,20.76,20.76,20.76,2.24,#N/A,#N/A,94.62505565,127.3358396,127.3358396,15.55625,15.02842105,2.76,16.594,132.716,16.925625,16.30611111,2.797647059,17.89,147.6821429,16.38,16.45,153.3,#N/A,#N/A
FPI UN Equity,704134766,12.89999962,1.158976313,#N/A,#N/A,0.191747,0.191747,-0.016537,#N/A,#N/A,-0.022093,0.22,#N/A,#N/A,0.195033903,10.07856222,11.99600713,0.09,0.1055,0.24,#N/A,#N/A,#N/A,0.188,0.24,#N/A,#N/A,#N/A,0.218333333,#N/A,#N/A,#N/A
TXRH UW Equity,6690137030,99.98000336,57.10967071,6.596317348,4.628869036,3.85,3.85,3.890871,3.84,3.84,3.877578,1.78,7.52399268,4.08874672,2.769426086,14.6092961,12.29237225,4.509031621,4.534293478,1.979090909,7.501666667,17.33,5.273290043,5.273290043,2.293506494,8.65975,18.57,6.061363636,6.061363636,20.51833333,7.3525,7.3525
MRSN UW Equity,656511971.4,6.579999924,0.137917998,-2.376443891,-2.386361381,-2.43,-2.43,-2.43,-2.43,-2.43,-2.43,0,-0.597505546,-0.487776011,2.942974217,0.915263095,0.915263095,-2.108333333,-2.231785714,0,#N/A,#N/A,-1.499583333,-2.113333333,0,#N/A,#N/A,-0.98125,-1.34,#N/A,-0.5825,-0.65
EXR UN Equity,21111389592,157.6399994,13.76263302,10.10874864,11.07376336,6.9,6.9,6.268704,6.89,6.89,6.258002,5.75,8.736277563,-6.11123019,0.649583894,24.27283936,24.27283936,6.317142857,6.25,6.352727273,8.15,25.16,6.84,6.76952381,6.833727273,8.65,25.4,7.293333333,7.279047619,25.89333333,7.806666667,7.806666667
MPW UN Equity,7714199772,12.89999962,2.627293159,2.311190123,2.550680812,2.08,2.08,1.118711,2.08,2.08,1.107414,1.15,1.324304867,-2.204836185,0.499464926,14.74462881,12.37759502,1.169090909,1.259428571,1.170909091,11.78833333,15.025,1.144,1.132380952,1.189350649,2.244583333,14.92,1.15,1.120714286,14.8975,1.105,#N/A
DRH UN Equity,2015232739,9.625,4.403768018,1.177151136,1.26959724,0.37,0.37,0.420897,0.36,0.36,0.408769,2.0625,0.772752007,-1.069307537,1.48793154,7.007890136,7.007890136,0.5066,0.4957,0.193833333,1.16,7.566666667,0.55725,0.5501,0.219968254,#N/A,8.043333333,0.50075,0.50075,8.375,0.529,0.529
MPWR UW Equity,19846608581,422.7900085,35.91480488,11.03004832,10.07086695,8.41,8.41,8.47535,8.1,8.1,8.171857,2.85,4.791542675,3.419821892,15.6802582,32.60921156,32.46922733,9.7075,12.61214286,3.1,12.14416667,41.036,11.5525,14.79214286,3.583333333,15.06833333,53,11.53166667,15.24125,69.02,8.678,11.0595
TOST UN Equity,11560385329,22.20000076,4.876308524,-0.711538956,-0.790379838,-0.346006,-0.346006,-0.334931,-0.496046,-0.496046,-0.48904,0,-0.332429507,-0.360697033,2.030738637,2.158021401,1.891884713,-0.616365385,-0.322625,#N/A,-0.129,2,-0.44675,-0.111066667,#N/A,0.09,2.08,-0.29235,0.118333333,2.1275,-0.07525,0.59675
BDC UN Equity,3466829097,80.98999786,58.29778649,7.486791092,4.98363538,3.27,3.53,5.557256,3.22,3.48,5.457519,0.2,5.619698521,3.68030385,12.72732768,26.3584796,0.962175985,5.646666667,6.268,0.2,67.23,29.84,6.513333333,6.995,0.2,23.7475,32.31,#N/A,7.8,#N/A,#N/A,#N/A
W UN Equity,6403751415,59.77999878,117.52019,-8.533529691,-11.87648456,-11.21,-11.21,-11.470437,-11.21,-11.21,-11.470437,0,-6.467818688,-10.43192399,12.09799288,-22.33620114,-22.48648676,-9.877474747,-5.033453838,0,-0.720333333,-24.99,-7.136642857,-2.511329004,0,1.528333333,-26.715,-5.36625,-0.886545455,-27.62,-2.7345,1.706
AKA UN Equity,194511793.4,1.50999999,6.030062175,0.41741312,0.175724102,-0.06,-0.06,0.069888,-0.06,-0.06,0.069888,0,0.257080832,0.174125928,0.301847285,3.505896516,-0.082131191,0.01175,-0.0075,#N/A,0.315,3,0.0834,0.084444444,#N/A,0.2175,3.14,0.173333333,0.1575,3.37,0.205,0.205
EWCZ UW Equity,1191600900,18.75,5.4151088,1.493417628,0.93207944,0.245644,0.245644,0.272634,0.225644,0.225644,0.252634,0,1.320754955,#N/A,0.654725136,1.110868867,-7.016644949,0.179333333,0.378255952,0.4025,1.09625,2.26,0.3465,0.545333333,0,#N/A,2.77,0.559,0.698333333,3.4,0.77,0.855
HAYN UW Equity,692238514.3,54.95000076,39.72630812,6.122711809,4.489065284,3.651952,3.651952,3.653104,3.651952,3.651952,3.653089,0.88,-6.437793617,-7.661995788,0.671860049,29.8904486,29.11844638,#N/A,4.22,0.88,#N/A,33.215,#N/A,4.62,0.88,#N/A,37.38,#N/A,#N/A,#N/A,#N/A,#N/A
LQDT UW Equity,470912869,14.875,8.672163961,1.960519095,1.467966194,1.25,1.25,0.245502,1.2,1.2,0.239247,0,1.388320396,1.136841576,2.74159791,4.325824472,1.382597727,0.61,0.9,#N/A,#N/A,#N/A,0.73,1.04,#N/A,#N/A,#N/A,0.86,1.2,#N/A,#N/A,#N/A
UE UN Equity,1854935446,15.79500008,3.622792883,2.113546649,2.348696831,0.64,0.64,0.360735,0.64,0.64,0.357435,0.63,1.200612183,0.143983767,0.923333697,8.319880592,7.758116459,0.329666667,0.34975,0.6475,#N/A,7.93,0.382333333,0.384416667,0.6625,#N/A,7.67,0.493,0.493,7.46,0.56,0.56
AMTB UW Equity,939385195.8,27.78000069,#N/A,#N/A,2.320685385,1.87,1.87,1.979858,1.85,1.85,1.959328,0.36,#N/A,#N/A,7.347029931,20.93191276,20.35507091,2.918,2.964,0.36,#N/A,23.646,2.9375,2.9625,0.41,#N/A,26.215,#N/A,#N/A,#N/A,#N/A,#N/A
PBH UN Equity,3257321697,65.76999664,22.07374934,7.395558301,6.604102942,4.15,4.15,4.081151,4.12,4.12,4.045484,0,4.885523685,4.710651907,0.856964019,32.70688123,-32.84470783,4.245,4.239666667,#N/A,-18.78,35.42333333,4.5625,4.574166667,#N/A,#N/A,39.72666667,#N/A,#N/A,#N/A,#N/A,#N/A
KOP UN Equity,718891403.9,34.40000153,90.34141479,11.4778027,7.300604032,3.4,3.44,2.065564,3.34,3.37,2.036401,0,5.269213718,-0.3132899,2.046375947,17.63803941,-2.017688434,3.985,4.283333333,#N/A,#N/A,#N/A,#N/A,4.94,#N/A,#N/A,#N/A,#N/A,5.17875,#N/A,#N/A,#N/A
WEX UN Equity,8051637680,184.6999969,49.87252462,15.46992075,9.463668343,2.23,2.23,5.907428,2.21,2.21,5.874948,0,13.95527146,11.43920676,48.46557897,36.96093361,-58.59055065,8.555454545,13.38639706,0,11.005,42.94,9.970454545,14.5315,0,13.21,50.205,9.736,16.255,56.0975,#N/A,#N/A
TXG UW Equity,5342012315,46.65999985,4.452168933,-1.179538788,-1.420201823,-1.48,-1.48,-1.482287,-1.48,-1.48,-1.484749,0,-0.365432737,-1.423657797,3.953438104,6.779709482,6.534980245,-1.248333333,-1.2115,0,0.202,7.09,-0.737333333,-0.719,0,#N/A,6.883333333,-0.5395,-0.5395,8.073333333,-0.327666667,-0.327666667
LHCG UW Equity,4903835109,158.0200043,75.20891546,6.742645801,4.161951235,2.06,2.06,4.367036,2.05,2.05,4.351448,0,-1.239238159,-2.026182659,0.343994088,52.32185384,-17.82812621,4.202321429,4.711010101,#N/A,4.8005,57.86,4.78,5.3025,#N/A,6.03,63.64,#N/A,5.8,65.225,#N/A,6.35
ZUMZ UW Equity,505980085.8,25.95999908,51.39253391,8.162759796,3.390879234,2.23,2.23,2.253119,2.2,2.2,2.217878,0,0.979068676,0.097324943,7.240225757,19.53155464,16.14017445,1.28,1.365,#N/A,2.54,19.41,#N/A,1.925,#N/A,2.15,21.02,#N/A,#N/A,21.52,#N/A,#N/A
THS UN Equity,2701491128,48.16999817,78.31023692,1.226642825,-1.636119803,-2.71,-1.39,0.903573,-2.71,-1.39,0.898879,0,2.812020996,1.310683952,1.331550802,30.57040998,-7.262032086,2.385,2.438095238,#N/A,3.385,35.675,2.855833333,2.888333333,#N/A,5.5375,37.2,#N/A,#N/A,38.865,#N/A,#N/A
EBS UN Equity,653535674.8,13.10000038,29.6599706,6.144047036,3.3277805,0.82,0.82,1.664702,0.78,0.78,1.612672,0,3.618866581,-3.537481627,4.827655311,29.04408818,10.05410822,-2.316666667,-0.097066667,#N/A,#N/A,28.11,0.046666667,0.99,#N/A,#N/A,28.8,0.43175,1.280625,30.07,0.51225,1.406666667
